City,country,Date,Latitude,Longitude,Max_temp,Humidity,Cloudiness,Wind Speed
Karratha,AU,1650139415,-20.7377,116.8463,301.4,42,40,3.22
Sept-Îles,CA,1650139280,50.2001,-66.3821,278.18,73,72,5.81
Anadyr,RU,1650139272,64.75,177.4833,266.14,91,83,5.28
Kahama,TZ,1650139416,-3.8333,32.6,290.43,95,98,2.23
Mountain Home,US,1650139416,43.133,-115.6912,285.86,100,75,0.0
Cockburn Town,TC,1650139417,21.4612,-71.1419,298.41,80,95,10.06
Melilla,ES,1650139417,35.2937,-2.9383,292.36,59,0,0.51
Klyuchi,RU,1650139417,52.2667,79.1667,284.95,33,8,5.38
Egvekinot,RU,1650139418,66.3167,-179.1667,263.97,87,100,4.96
Sur,OM,1650138855,22.5667,59.5289,303.67,45,0,2.81
Milas,TR,1650139418,37.3164,27.7839,288.79,44,0,1.03
Flinders,AU,1650139419,-34.5833,150.8552,286.51,91,2,1.79
Ballina,AU,1650139419,-28.8667,153.5667,289.8,99,73,3.88
Kerema,PG,1650139420,-7.9631,145.7785,298.4,87,100,1.14
Nikolskoye,RU,1650139420,59.7035,30.7861,273.79,82,73,1.36
Beringovskiy,RU,1650139421,63.05,179.3167,272.05,97,100,8.55
Touros,BR,1650139222,-5.1989,-35.4608,301.3,74,76,3.65
Griffith,US,1650139421,41.5284,-87.4237,281.14,51,75,6.69
County Wicklow,IE,1650139422,53.0,-6.4167,282.22,88,100,3.14
Tierralta,CO,1650139422,8.1736,-76.0592,303.01,74,90,4.76
Port Hedland,AU,1650139422,-20.3167,118.5667,297.18,64,13,0.0
Mount Isa,AU,1650139423,-20.7333,139.5,292.02,39,2,2.06
Roebourne,AU,1650139423,-20.7833,117.1333,301.49,39,26,2.83
Lorengau,PG,1650139424,-2.0226,147.2712,300.11,80,41,1.88
Tulum,MX,1650139424,20.2167,-87.4667,303.95,54,5,3.31
Verāval,IN,1650139425,20.9,70.3667,299.8,72,0,4.32
Yushu,CN,1650139425,44.8,126.5333,279.24,24,100,2.33
Faya,SA,1650139426,18.3851,42.4509,292.44,44,4,1.71
Valparaíso,CL,1650139342,-33.0393,-71.6273,288.41,70,1,4.29
Mehamn,NO,1650139426,71.0357,27.8492,277.12,93,100,15.43
Belaya Gora,RU,1650138994,68.5333,146.4167,253.44,100,90,1.2
Bagotville,AU,1650139427,-28.9833,153.4167,289.74,99,96,3.35
Katsuura,JP,1650139427,35.1333,140.3,284.96,69,100,4.92
Fengzhen,CN,1650139428,40.4394,113.1536,280.99,29,100,0.71
Ucluelet,CA,1650139428,48.9329,-125.5528,282.09,65,100,0.45
Bathsheba,BB,1650139429,13.2167,-59.5167,301.49,61,20,8.75
Tazovsky,RU,1650139429,67.4667,78.7,263.22,93,100,7.69
Kingman,US,1650139203,35.1894,-114.053,296.32,18,0,10.13
Masvingo,ZW,1650139430,-20.0637,30.8277,290.18,97,100,4.24
Korla,CN,1650139430,41.7597,86.1469,283.25,14,0,1.01
Sinnamary,GF,1650139431,5.3833,-52.95,300.05,77,99,4.83
Fayetteville,US,1650139059,35.0527,-78.8784,297.52,61,75,5.66
Rome,US,1650139231,43.2128,-75.4557,276.95,91,100,2.06
Siemiatycze,PL,1650139364,52.4272,22.8623,275.19,71,13,2.72
Bonavista,CA,1650139432,48.6499,-53.1147,279.03,77,5,3.75
Pingliang,CN,1650139432,35.5392,106.6861,278.29,79,100,3.1
Shingū,JP,1650139433,33.7333,135.9833,285.14,60,100,2.6
Bang Rakam,TH,1650139433,16.7585,100.1174,304.8,27,63,3.41
Port Jervis,US,1650139434,41.3751,-74.6927,289.66,59,100,3.77
Lucea,JM,1650139434,18.451,-78.1736,300.85,67,11,0.66
Bo Phloi,TH,1650139434,14.3236,99.5161,300.07,70,15,1.71
Lake Cowichan,CA,1650139435,48.825,-124.0546,282.83,66,100,0.87
Fes,MA,1650139435,34.0372,-4.9998,292.29,32,0,3.6
Sambava,MG,1650139436,-14.2667,50.1667,297.81,85,2,5.65
Altamira,BR,1650139197,-3.2033,-52.2064,304.2,70,75,3.6
Mays Chapel,US,1650139436,39.4332,-76.6494,297.22,49,100,4.3
Pervomayskoye,RU,1650139437,43.919,46.7102,281.98,78,1,3.22
Formosa,AR,1650139437,-26.1775,-58.1781,296.14,53,0,2.06
Bjørnevatn,NO,1650139438,69.6672,29.9847,276.34,75,100,8.23
Ancud,CL,1650138877,-41.8697,-73.8203,291.61,67,26,1.94
Arawa,PG,1650139438,-6.2132,155.5367,297.86,90,100,0.55
Makakilo City,US,1650139439,21.3469,-158.0858,296.75,79,75,4.63
San Andrés,CO,1650139440,12.5847,-81.7006,303.16,66,40,5.14
Soyo,AO,1650139440,-6.1349,12.3689,299.53,86,96,2.75
Tarancón,ES,1650139441,40.0085,-3.0073,288.63,50,1,3.36
Pathalgaon,IN,1650139226,22.5667,83.4667,299.71,16,11,1.13
Eureka,US,1650139442,40.8021,-124.1637,285.02,64,27,3.58
Dunedin,NZ,1650139442,-45.8742,170.5036,282.48,69,52,0.89
Puro,PH,1650139442,12.4841,123.3827,298.91,85,11,2.99
Bubaque,GW,1650139443,11.2833,-15.8333,297.44,73,6,10.45
Batouri,CM,1650139443,4.4333,14.3667,297.82,69,71,1.79
Constitución,CL,1650139256,-35.3333,-72.4167,290.22,62,1,4.09
Cheltenham,GB,1650139367,51.9,-2.0833,288.25,72,100,2.1
Khovd,MN,1650139444,48.0056,91.6419,277.56,16,0,1.6
Mlowo,TZ,1650139445,-9.0,32.9833,288.14,96,99,2.03
Kirakira,SB,1650139445,-10.4544,161.9205,299.92,80,72,2.5
Bajil,YE,1650139446,15.0584,43.2851,302.67,50,17,2.87
Ljungby,SE,1650139446,56.8332,13.9408,281.02,67,97,3.03
Batagay-Alyta,RU,1650139447,67.8006,130.4114,249.42,99,96,2.45
Bagra,IN,1650139447,23.7333,86.3167,301.2,43,15,1.99
Mandalgovi,MN,1650139447,45.7625,106.2708,274.95,47,100,6.07
Arrondissement de Saint-Denis,FR,1650139448,48.9167,2.3333,288.34,55,0,4.63
Gmina Strzelin,PL,1650139286,50.7816,17.0648,277.37,73,56,2.42
Nueve de Julio,AR,1650139344,-35.4444,-60.8831,295.99,33,59,1.93
Conceição do Araguaia,BR,1650139449,-8.2578,-49.2647,302.83,73,67,0.98
Shahrud,IR,1650139152,36.4182,54.9763,282.93,72,97,4.78
São José da Coroa Grande,BR,1650139449,-8.8978,-35.1478,300.92,79,7,5.02
Doka,SD,1650139450,13.5167,35.7667,303.58,36,100,2.49
Talcahuano,CL,1650139450,-36.7167,-73.1167,287.97,72,0,3.6
Balkhash,KZ,1650139450,46.844,74.9804,282.97,37,13,4.56
Richards Bay,ZA,1650139451,-28.783,32.0377,291.33,85,100,2.95
Byron Bay,AU,1650139263,-28.65,153.6167,289.79,86,55,4.03
Saint-Pierre,RE,1650139452,-21.3393,55.4781,296.96,77,0,3.6
Umm Kaddadah,SD,1650139452,13.6017,26.6876,302.38,6,99,4.7
Northam,GB,1650139452,51.0333,-4.2167,286.81,72,99,4.37
Buenos Aires,AR,1650139453,-34.6132,-58.3772,293.74,63,0,5.14
Chekhov,RU,1650139453,55.1431,37.4711,275.16,86,100,6.36
Cananea,MX,1650139454,30.95,-110.3,297.62,8,100,7.59
Ixtapa,MX,1650139454,20.7,-105.2,299.72,61,40,4.63
Sikandarpur,IN,1650139455,26.05,84.05,302.97,11,24,2.44
Kirkwall,GB,1650139455,58.9848,-2.9587,281.18,100,20,7.2
Mt. Pleasant,US,1650139455,32.7941,-79.8626,296.47,85,75,4.63
Faranah,GN,1650139456,10.0404,-10.7434,304.67,23,18,2.1
Lake Shasta,US,1650139456,40.6804,-122.3708,288.51,33,52,1.43
Yar-Sale,RU,1650139457,66.8333,70.8333,262.88,91,100,6.9
Mahuva,IN,1650139457,21.0914,71.7622,301.37,50,0,3.44
Muscat,OM,1650139458,23.6139,58.5922,305.16,31,5,1.89
Nanortalik,GL,1650139458,60.1432,-45.2371,272.76,80,7,4.39
Muravlenko,RU,1650139459,63.7898,74.523,264.71,94,99,6.63
Nuuk,GL,1650139039,64.1835,-51.7216,269.75,63,14,4.47
Asheboro,US,1650139205,35.7079,-79.8136,294.97,53,100,2.57
Concordia,AR,1650139459,-31.393,-58.0209,295.25,57,18,4.92
Juneau,US,1650139206,58.3019,-134.4197,277.9,76,100,0.23
Carnarvon,AU,1650139460,-24.8667,113.6333,297.19,73,31,5.66
Arys,KZ,1650139460,42.4252,68.795,292.4,40,100,2.41
Powell River,CA,1650139461,49.8496,-124.5361,283.12,43,89,3.01
Coquimbo,CL,1650139461,-29.9533,-71.3436,289.0,77,20,5.14
Tecozautla,MX,1650139462,20.5333,-99.6333,305.28,18,8,0.69
Petropavlovsk-Kamchatskiy,RU,1650139462,53.0452,158.6483,269.48,68,0,2.0
Mayo,US,1650139462,38.8876,-76.5119,297.23,44,20,7.72
Arica,CL,1650139463,-18.475,-70.3042,293.28,60,0,6.69
Yinchuan,CN,1650139463,38.4681,106.2731,281.48,67,100,4.54
Dandong,CN,1650139464,40.1292,124.3947,281.42,47,0,1.82
Tayshet,RU,1650139464,55.9342,98.0044,275.19,93,100,2.1
Henties Bay,NA,1650139465,-22.116,14.2845,289.07,81,20,2.74
Colombo,LK,1650139168,6.9319,79.8478,300.12,82,24,3.48
Kloulklubed,PW,1650139465,7.0419,134.2556,300.99,73,38,0.65
Rio Grande,BR,1650139466,-32.035,-52.0986,294.23,63,95,3.84
Puerto Escondido,MX,1650139466,15.85,-97.0667,304.61,66,0,5.66
Lázaro Cárdenas,MX,1650139467,17.9583,-102.2,301.82,53,28,4.83
San Policarpo,PH,1650139467,12.1791,125.5072,299.77,78,93,3.54
Stokmarknes,NO,1650139467,68.5646,14.9108,277.14,100,100,1.03
Manacapuru,BR,1650139468,-3.2997,-60.6206,301.46,78,56,0.63
Taksimo,RU,1650139468,56.3444,114.8794,268.02,86,100,0.58
Port Blair,IN,1650139469,11.6667,92.75,301.73,66,65,1.25
Mitú,CO,1650139469,1.1983,-70.1733,298.65,83,100,0.68
Clyde River,CA,1650139470,70.4692,-68.5914,253.28,77,100,1.54
Killam,CA,1650139223,52.7834,-111.8518,274.07,41,100,3.18
Lyubim,RU,1650139470,58.3625,40.6843,271.43,78,8,3.21
Urucará,BR,1650139471,-2.5364,-57.76,299.1,94,100,0.83
Zhicheng,CN,1650139471,30.2956,111.5047,284.64,75,100,1.46
Dzaoudzi,YT,1650139472,-12.7887,45.2699,301.09,89,0,3.09
Bone,DE,1650139472,51.9669,12.1396,276.64,55,26,3.41
Faro,PT,1650139473,37.0194,-7.9322,293.05,64,0,3.09
Laas,IT,1650139473,46.6166,10.7002,276.14,93,30,3.32
Sos'va,RU,1650139473,59.1766,61.8558,271.5,85,26,4.42
Dingle,PH,1650138915,10.9995,122.6711,297.37,90,37,2.17
Methven,NZ,1650139474,-43.6333,171.65,282.05,97,100,0.89
North Branch,US,1650139231,45.5113,-92.9802,277.09,51,100,5.36
Orsha,BY,1650139475,54.5153,30.4053,274.46,80,100,6.55
Jingdezhen,CN,1650139475,29.2947,117.2079,283.09,89,97,1.24
Mattru,SL,1650139475,7.6244,-11.8332,300.28,67,100,2.19
Naze,JP,1650139476,28.3667,129.4833,288.91,65,77,2.51
Rawson,AR,1650139476,-43.3002,-65.1023,288.22,53,0,5.39
Harrismith,ZA,1650139477,-28.2728,29.1295,280.95,97,100,2.19
Coahuayana Viejo,MX,1650139477,18.7333,-103.6833,305.56,42,76,3.75
Esim,GH,1650139047,4.8699,-2.2405,296.9,95,100,4.33
Husavik,IS,1650139478,66.0449,-17.3389,280.02,84,100,5.88
Tadine,NC,1650139478,-21.55,167.8833,298.12,81,0,2.65
Cap Malheureux,MU,1650139294,-19.9842,57.6142,298.41,83,11,3.58
Sisimiut,GL,1650139479,66.9395,-53.6735,267.97,53,45,3.33
Bahía Solano,CO,1650139480,6.2262,-77.4044,299.69,88,99,4.99
Pangody,RU,1650139480,65.85,74.4859,262.88,93,100,6.9
Kapit,MY,1650139481,2.0167,112.9333,296.21,99,100,0.26
Marabu,MY,1650139481,4.4148,114.0089,297.93,89,100,1.85
Katangli,RU,1650139482,51.7102,143.2326,270.72,93,100,5.98
Nizhniy Odes,RU,1650139482,63.6445,54.856,264.21,96,69,1.39
Rangāpāra,IN,1650139482,26.8167,92.65,293.78,93,3,2.06
Leh,IN,1650139483,34.1667,77.5833,275.14,44,0,2.71
Santa Cruz de la Sierra,BO,1650139204,-17.8,-63.1667,297.41,41,29,2.46
Vendas Novas,PT,1650139483,38.6771,-8.4579,289.9,66,19,3.78
Halifax,CA,1650139318,44.6453,-63.5724,285.56,55,100,6.26
Levanger,NO,1650139484,63.7464,11.2996,281.18,89,9,1.83
Vanavara,RU,1650139145,60.34,102.2797,277.12,96,100,4.24
Arrondissement du Havre,FR,1650139485,49.5833,0.3333,286.14,67,0,3.6
Champerico,GT,1650139485,14.3,-91.9167,304.35,60,22,6.59
Matara,LK,1650139486,5.9485,80.5353,299.65,85,68,1.61
Rafai,CF,1650139486,4.95,23.9167,294.84,94,85,1.88
Srednekolymsk,RU,1650139487,67.45,153.6833,256.34,100,100,1.69
Candolim,IN,1650139487,15.5181,73.7626,301.3,74,85,1.21
Borovoy,RU,1650139488,55.4333,86.0833,283.75,37,0,2.0
Kavaratti,IN,1650139488,10.5669,72.642,301.78,74,29,1.98
Fortuna,US,1650139374,40.5982,-124.1573,285.0,58,40,5.14
Colônia Leopoldina,BR,1650139489,-8.9089,-35.725,300.16,80,63,4.35
Duku,NG,1650139489,11.2361,4.9073,306.98,36,98,1.37
Laramie,US,1650139303,41.3114,-105.5911,282.85,33,100,12.35
Snyder,US,1650139490,32.7179,-100.9176,293.35,30,0,5.14
Talnakh,RU,1650139490,69.4865,88.3972,264.96,92,100,3.31
High Level,CA,1650139491,58.5169,-117.136,271.65,90,100,2.78
Palāsa,IN,1650139491,18.7667,84.4167,299.08,83,41,3.61
Polokwane,ZA,1650139257,-23.9045,29.4688,287.98,88,100,6.81
Pierre,US,1650139492,44.3683,-100.351,280.76,34,0,4.02
Ōiso,JP,1650139492,35.3031,139.3028,282.82,51,100,3.31
Nhamundá,BR,1650139493,-2.1861,-56.7131,300.52,85,100,0.68
Tevaitoa,PF,1650139493,-16.7833,-151.5,300.61,72,10,6.53
Görele,TR,1650139494,41.0308,39.0031,284.65,75,3,2.76
Kashgar,CN,1650139494,39.4547,75.9797,287.57,21,9,0.51
Port Hardy,CA,1650139495,50.6996,-127.4199,279.48,60,2,2.68
Hobyo,SO,1650139495,5.3505,48.5268,301.42,75,56,8.11
Chimbote,PE,1650139496,-9.0853,-78.5783,295.22,72,88,5.41
Hengyang,CN,1650139496,26.8881,112.615,283.51,92,100,1.72
Shimoda,JP,1650138948,34.6667,138.95,282.65,80,100,4.97
Katherine,AU,1650139497,-14.4667,132.2667,294.33,83,47,1.54
Pemba,MZ,1650139497,-12.974,40.5178,299.9,83,1,5.78
Inhambane,MZ,1650139344,-23.865,35.3833,296.22,88,98,3.59
Havre-St-Pierre,CA,1650139498,50.2334,-63.5986,275.84,76,79,8.66
Susanville,US,1650139498,40.4163,-120.653,280.74,86,94,5.45
Darhan,MN,1650139499,49.4867,105.9228,278.71,46,11,0.94
Muncar,ID,1650139499,-8.4333,114.3333,297.32,92,88,1.18
Nioro,GM,1650139500,13.35,-15.75,302.04,32,13,4.76
Nizhniy Tsasuchey,RU,1650139500,50.5167,115.1333,272.27,45,85,3.07
Wuwei,CN,1650139500,37.9281,102.6414,279.26,41,100,2.2
Portsmouth,GB,1650139501,50.799,-1.0913,284.49,77,71,0.45
Pahrump,US,1650139501,36.2083,-115.9839,296.32,22,0,8.49
Alcamo,IT,1650139502,37.9983,12.9565,288.01,76,100,1.22
Nouakchott,MR,1650139503,18.0858,-15.9785,290.11,86,1,5.62
Malpe,IN,1650139504,13.35,74.7167,298.76,81,39,1.52
Kabare,CD,1650139505,-2.4683,28.8242,288.93,96,100,0.57
Eyl,SO,1650139505,7.9803,49.8164,300.68,76,4,4.12
Fort Nelson,CA,1650139223,58.8053,-122.7002,265.92,63,75,2.57
Sayyan,YE,1650139089,15.1718,44.3244,290.44,41,2,0.56
Kyren,RU,1650139506,51.6828,102.1408,275.25,61,65,1.38
Hue,VN,1650139507,16.4667,107.6,299.21,89,40,1.03
Pisco,PE,1650139507,-13.7,-76.2167,295.18,68,0,10.8
Gorontalo,ID,1650139507,0.5412,123.0595,296.71,96,89,1.76
Berezovyy,RU,1650139508,51.6667,135.7,270.25,95,100,3.23
Garissa,KE,1650139508,-0.4536,39.6401,300.93,64,100,8.57
Sharjah city,AE,1650139509,25.3573,55.4033,304.31,42,0,3.6
Evensk,RU,1650139509,61.95,159.2333,268.75,81,100,2.91
Pachino,IT,1650139510,36.7186,15.0907,286.24,88,84,4.46
Chabahar,IR,1650139510,25.2919,60.643,301.4,67,10,4.43
Seoul,KR,1650139033,37.5683,126.9778,277.31,84,0,3.6
Bulgan,MN,1650139511,48.8125,103.5347,274.84,56,15,1.77
Buraidah,SA,1650139511,26.326,43.975,298.56,19,0,5.66
Nísia Floresta,BR,1650139512,-6.0911,-35.2086,303.6,77,90,3.28
Ulagan,RU,1650139512,50.6321,87.9563,273.51,76,6,1.38
Marawi,PH,1650139513,7.9986,124.2928,293.2,93,17,0.75
San Quintín,MX,1650139513,30.4833,-115.95,291.95,65,1,10.94
Yangi Marg`ilon,UZ,1650139514,40.4272,71.7189,294.67,20,6,1.55
Port Hawkesbury,CA,1650139514,45.6169,-61.3485,288.37,20,0,14.4
Vung Tau,VN,1650139265,10.346,107.0843,300.26,77,9,4.52
Sri Aman,MY,1650139515,1.2376,111.4621,296.17,99,100,0.36
Ponce,PR,1650139434,18.073,-66.6185,299.33,76,100,5.71
Ambatondrazaka,MG,1650139516,-17.8333,48.4167,292.94,83,86,3.15
Qasigiannguit,GL,1650139516,68.8193,-51.1922,265.29,83,8,1.45
Lata,PT,1650139516,40.1629,-8.3327,289.77,87,20,1.39
Ouésso,CG,1650139517,1.6136,16.0517,299.04,72,99,0.7
Ilebo,CD,1650139517,-4.3167,20.5833,295.79,94,100,0.67
Dodge City,US,1650139518,37.7528,-100.0171,285.77,31,0,8.23
Zemio,CF,1650139518,5.0314,25.1361,294.35,93,100,1.42
Houma,US,1650139519,29.5958,-90.7195,302.3,73,32,4.02
Libertad,PH,1650139519,8.9442,125.5019,296.19,96,64,1.82
Markova,UA,1650139519,48.6758,24.4138,273.99,87,100,2.98
Roura,GF,1650139520,4.7263,-52.3274,302.1,65,75,5.14
Oddur,SO,1650139520,4.1213,43.8894,300.14,62,92,5.83
Honiara,SB,1650139521,-9.4333,159.95,298.27,86,100,1.86
Merauke,ID,1650139521,-8.4667,140.3333,298.27,90,100,3.8
Kommunisticheskiy,RU,1650139522,61.6789,64.4819,270.57,96,100,0.81
Zliten,LY,1650139522,32.4674,14.5687,289.61,83,22,7.28
Chanute,US,1650139523,37.6792,-95.4572,288.92,27,100,7.2
Moroni,KM,1650139523,-11.7022,43.2551,299.77,79,32,1.74
La Ronge,CA,1650139524,55.1001,-105.2842,271.07,70,100,2.44
Moyale,KE,1650139524,3.5167,39.0584,295.65,60,59,1.29
Yecla,ES,1650139524,38.6137,-1.1147,288.59,47,18,1.82
Storslett,NO,1650139525,69.7678,21.0247,281.15,66,20,7.72
Marrakesh,MA,1650139394,31.6315,-8.0083,302.19,17,0,2.06
Kieta,PG,1650139525,-6.2167,155.6333,298.95,84,100,0.18
Poquoson,US,1650139315,37.1224,-76.3458,296.21,60,20,5.66
West Point,US,1650139526,33.6076,-88.6503,291.19,97,100,1.54
Rocha,UY,1650139526,-34.4833,-54.3333,292.3,59,22,3.84
Kamaishi,JP,1650139527,39.2667,141.8833,276.91,78,2,3.23
Ambanja,MG,1650139527,-13.6833,48.45,297.97,90,19,1.33
Talara,PE,1650139528,-4.5772,-81.2719,300.57,54,0,6.69
Jijiga,ET,1650139528,9.35,42.8,293.92,65,96,3.04
Carauari,BR,1650139529,-4.8828,-66.8958,303.71,61,94,0.72
Cocobeach,GA,1650139529,1.0002,9.5823,299.07,87,100,1.89
